en_src_word,en_word,de_word,bn_word,ru_word
caterpillar,caterpillar,raupe,শুঁয়াপোকা,гусеница
catfish,catfish,wels,মাগুর মাছ,сом
cathedral,cathedral,dom,ক্যাথেড্রাল,кафедральный собор
cattail,cattail,rohrkolben,ক্যাটটেল,рогоз
cattleman,cattleman,viehzüchter,রাখাল,скотник
caucasian,caucasian,kaukasisch,ককেশীয়,кавказец
caught,caught,gefangen,ধরা,пойманный
cauldron,cauldron,kessel,কটাহ,котел
cauliflower,cauliflower,blumenkohl,ফুলকপি,цветная капуста
causal,causal,kausal,কারণিক,причинный
causality,causality,kausalität,কারণতা,причинность
causation,causation,kausalität,করণ,причинная связь
causative,causative,verursachend,ণিজন্ত,причинный
cause,cause,ursache,কারণ,причина
causer,causer,verursacher,দোষী,виновник
causeway,causeway,damm,জাঙ্গাল,гать
causing,causing,verursacht,যার ফলে,вызывая
caustic,caustic,ätzend,শ্লেষাত্মক,каустика
cauterization,cauterization,kauterisation,কষ্টিক দ্বারা দহন,прижигание
cautionary,cautionary,warnend,সতর্কীকরণমূলক,предостерегающий
cavalryman,cavalryman,reiter,অশ্বারোহী সৈনিক,кавалерист
cave,cave,höhle,গুহা,пещера
caveat,caveat,vorbehalt,বিচারকার্য স্থগিত রাখার আদেশ,предостережение
cavernous,cavernous,höhlenartig,গহ্বরময়,кавернозный
caviar,caviar,kaviar,ক্যাভিয়ার,икра
caving,caving,höhlenforschung,কেভিং,обрушение
ceasefire,ceasefire,waffenstillstand,যুদ্ধবিরতির,соглашение о прекращении огня
cedar,cedar,zeder,দারূবৃক্ষবিশেষ,кедр
ceiling,ceiling,decke,ছাদ,потолок
celebration,celebration,feier,অনুষ্ঠান,праздник
celestial,celestial,himmlisch,স্বর্গীয়,астрономический
celibacy,celibacy,zölibat,কৌমার্য,целибат
cellular,cellular,zellulär,সেলুলার,сотовая связь
celluloid,celluloid,zelluloid,সেলুলয়েড,целлулоид
cellulose,cellulose,zellulose,সেলুলোস,целлюлоза
celtic,celtic,keltisch,কেল্ট্ জাতির ভাষা,кельтская
cement,cement,zement,সিমেন্ট,цемент
cemetery,cemetery,friedhof,কবরস্থান,кладбище
censorship,censorship,zensur,বিবাচন,цензура
centaur,centaur,zentaur,কল্পিত জীব,кентавр
centenarian,centenarian,hundertjähriger,শতবর্ষবয়স্ক মানব,столетний
centered,centered,zentriert,কেন্দ্রিক,в центре
centering,centering,zentrierung,কেঁদ্রীকরণ,центрирование
centigrade,centigrade,celsius,শতাংশে বিভক্ত,стоградусный
centipede,centipede,tausendfüßler,শতপদী,сороконожка
central,central,zentral,মধ্য,центральный
centralism,centralism,zentralismus,কেঁদ্রীকরণ,централизм
centralist,centralist,zentralistisch,কেন্দ্রীকরণবাদী,централист
centralization,centralization,zentralisierung,কেঁদ্রীকরণ,централизация
centrally,centrally,zentral,কেন্দ্রীয়ভাবে,централизованно
centric,centric,zentrisch,কেন্দ্রী,центральный
centrifugal,centrifugal,zentrifugal,অপকেন্দ্র,центробежный
century,century,jahrhundert,শতাব্দী,века
ceramic,ceramic,keramik,সিরামিক,керамический
ceremonial,ceremonial,zeremoniell,আনুষ্ঠানিক,церемониальный
ceremonious,ceremonious,feierlich,আচার-সংক্রান্ত,церемониальный
ceremony,ceremony,zeremonie,অনুষ্ঠান,церемония
certain,certain,sicher,নির্দিষ্ট,определенный
certainty,certainty,sicherheit,নিশ্চয়তা,определенность
certificate,certificate,zertifikat,শংসাপত্র,сертификат
cesspool,cesspool,senkgrube,মলকুণ্ড,выгребная яма
chained,chained,angekettet,শৃঙ্খলিত,прикованный
chair,chair,stuhl,চেয়ার,стул
chairman,chairman,vorsitzende,চেয়ারম্যান,председатель
chairmanship,chairmanship,vorsitz,সভাপতিত্ব,председательствование
chalice,chalice,kelch,পাত্র,чаша
chalk,chalk,kreide,খড়ি,мел
chalky,chalky,kreidig,খড়িময়,меловой
challenger,challenger,herausforderer,আহ্বানকারী,претендент
chamber,chamber,kammer,কক্ষ,камера
chambermaid,chambermaid,zimmermädchen,পরিচারিকা,горничная
chameleon,chameleon,chamäleon,বহুরুপী,хамелеон
champ,champ,champion,চিবান,чавканье
chancellor,chancellor,kanzler,আচার্য,канцлер
chandelier,chandelier,leuchter,ঝাড়,люстра
change,change,veränderung,পরিবর্তন,изменение
changeability,changeability,veränderlichkeit,পরিবর্তনশীলতা,непостоянство
changeful,changeful,wechselhaft,অনিয়ত,изменчивый
changeless,changeless,unveränderlich,অপরিবর্তনীয়,неизменный
changeling,changeling,wechselbalg,চোরা,подменыш
changer,changer,wechsler,চেঞ্জার,переключатель
channeled,channeled,gechannelt,নর্দমায়,направленный
chant,chant,gesang,ভজন,песнопение
chaotic,chaotic,chaotisch,বিশৃঙ্খল,хаотичный
chaotically,chaotically,chaotisch,এলোমেলো,хаотично
chap,chap,kerl,লোকটা,глава
chaperon,chaperon,anstandsdame,একপ্রকার টুপি,компаньонка
characteristic,characteristic,charakteristisch,চরিত্রগত,характеристика
characteristically,characteristically,charakteristisch,গুণগতভাবে,характерно
characteristics,characteristics,eigenschaften,বৈশিষ্ট্য,характеристики
charade,charade,farce,হেঁয়ালি,шарада
charge,charge,aufladen,অভিযোগ,заряд
charger,charger,ladegerät,আক্রমণকারী,зарядное устройство
chariot,chariot,streitwagen,রথ,колесница
charismatic,charismatic,charismatisch,সহজাত দক্ষতা সম্পন্ন,харизматический
charity,charity,nächstenliebe,দানশীলতা,благотворительная деятельность
charmer,charmer,charmeur,যাদুকর,чародейка
charming,charming,charmant,কমনীয়,обаятельный
charred,charred,verkohlt,দগ্ধ,обугленный
charter,charter,charta,সনন্দ,чартер
chartered,chartered,gechartert,সনন্দ দ্বারা প্রতিষ্ঠিত,зафрахтованный
chase,chase,verfolgungsjagd,পশ্চাদ্ধাবন,гнаться
chaser,chaser,jäger,শিকারী,преследователь
chasing,chasing,jagen,পশ্চাদ্ধাবন,погоня
chaste,chaste,keusch,সতী,целомудренный
chastened,chastened,gezüchtigt,শাস্তি,наказанный
chastise,chastise,züchtigen,তাড়ন করা,карать
chastiser,chastiser,züchtiger,পীড়ক,покоритель
chatter,chatter,geschwätz,অনর্থক কথা বলা,болтовня
chatting,chatting,chatten,চ্যাটিং,в чате
chauvinistic,chauvinistic,chauvinistisch,উত্কট স্বদেশভক্তিসংপন্ন,шовинистический
cheapen,cheapen,verbilligen,সুলভ করা,дешеветь
cheaply,cheaply,billig,সস্তায়,дешево
cheater,cheater,betrüger,তঁচক,мошенника
checked,checked,überprüft,সংযত,проверено
checker,checker,prüfer,পরীক্ষক,шашка
checkered,checkered,kariert,ছককাটা,клетчатый
checkers,checkers,dame,চেকারস,шашки
checkup,checkup,untersuchung,চেক আপ,проверить
cheekbone,cheekbone,wangenknochen,চক্ষু ত্ত গালির মধ্যবর্তী অস্থি,скула
cheers,cheers,prost,চিয়ার্স,ура
cheese,cheese,käse,পনির,сыр
chef,chef,koch,পাচক,шеф-повар
chemically,chemically,chemisch,রাসায়নিকভাবে,химически
chemicals,chemicals,chemikalien,রাসায়নিক পদার্থসমূহ,химикалии
chemistry,chemistry,chemie,রসায়ন,химия
chemotherapy,chemotherapy,chemotherapie,রাসায়নিক মিশ্রপ্রয়োগে রোগচিকিত্সা,химиотерапия
cherish,cherish,hegen,পুষা,лелеять
cherishing,cherishing,schätzen,লালন,лелея
chic,chic,schick,চটকদার,шик
chick,chick,küken,কুক্কুট,цыпленок
chicken,chicken,hähnchen,মুরগির মাংস,курица
